Source,Target,Type,id,label,timeset,weight
BCunningham215,JessLivMo,Directed,49862,,,1.0
PatrickRoe353,SenSanders,Directed,49863,,,1.0
mariyastrauss,SEIU721,Directed,49864,,,1.0
lydiakaranikola,SenSanders,Directed,49865,,,1.0
Treepey,SenSanders,Directed,49866,,,1.0
mick_swagger123,SenSanders,Directed,49867,,,1.0
CalvousChris,TWRader,Directed,49868,,,1.0
Hofinator10,CareyBest,Directed,49870,,,1.0
avecscience,SenSanders,Directed,49871,,,1.0
Burlierproduct6,SenSanders,Directed,49872,,,1.0
patcamuto,SenSanders,Directed,49873,,,1.0
horsley_matthew,EconomicPolicy,Directed,49874,,,1.0
alkaselzler,SenSanders,Directed,49875,,,1.0
OfficialMemberD,MarkRuffalo,Directed,49876,,,1.0
winegirl73,TheMarkRomano,Directed,49877,,,2.0
monkeypox0104,khushal04747475,Directed,49878,,,1.0
robindesjardins,SenSanders,Directed,49879,,,1.0
ExperiHolcomb,Latinos4Bernie,Directed,49880,,,1.0
Say_Non_Now,JessLivMo,Directed,49881,,,1.0
ZhouChauster,fightfor15,Directed,49882,,,1.0
carmic14,NEJewishLabor,Directed,49883,,,1.0
AAPremlall,SmitaNarula,Directed,49884,,,1.0
Jane56too,SenSanders,Directed,49885,,,1.0
sparkletone,AriseChicago,Directed,49886,,,1.0
Marikunin,SenSanders,Directed,49887,,,1.0
HiddlestonLust,SenSanders,Directed,49888,,,1.0
Al_warja,SenSanders,Directed,49889,,,1.0
strawberryheidi,Latinos4Bernie,Directed,49890,,,1.0
RealChadGault,SenSanders,Directed,49892,,,1.0
sherlockWho123,SenSanders,Directed,49893,,,2.0
Tlc4004,JessLivMo,Directed,49896,,,1.0
Totes__Magotes,SenSanders,Directed,49897,,,1.0
christinesamra,jackie_ward,Directed,49899,,,2.0
KittieLovely,SenSanders,Directed,49900,,,1.0
Luv_4Dogs,EconomicPolicy,Directed,49901,,,1.0
CommsUnited,chifightfor15,Directed,49902,,,4.0
winegirl73,emrutherford90,Directed,49903,,,1.0
javierburonc,SenSanders,Directed,49904,,,1.0
buddybird10,chifightfor15,Directed,49905,,,1.0
Boaz411,TheMarkRomano,Directed,49906,,,1.0
carmic14,sameyjay,Directed,49907,,,1.0
SeriousSalema,JessLivMo,Directed,49908,,,1.0
ironshackle,SenSanders,Directed,49910,,,1.0
ProfPlum_MD,SenSanders,Directed,49911,,,1.0
MightyMitten,TheMarkRomano,Directed,49912,,,1.0
ericjhauser,SenSanders,Directed,49914,,,1.0
NeykoDominguez,SenSanders,Directed,49915,,,1.0
chiefster16,JessLivMo,Directed,49916,,,1.0
lourrysmix,SenSanders,Directed,49917,,,1.0
strongforall,EconomicPolicy,Directed,49918,,,1.0
TKYSK8R,chifightfor15,Directed,49919,,,1.0
Eradona,ChrisJZullo,Directed,49920,,,2.0
simaleerbg,RaiseUpfor15,Directed,49921,,,1.0
DezDelSol,MCorreaKHOU,Directed,49922,,,1.0
pdixon541,ChrisJZullo,Directed,49924,,,2.0
CanvasDancer,OurPoliticalRev,Directed,49925,,,1.0
shannoncaraker,chris_ekklesia,Directed,49927,,,1.0
Jaded_Genius,PCWliberty,Directed,49928,,,1.0
strawberryheidi,GatorsEite23,Directed,49929,,,1.0
SnarfxFrans,SenSanders,Directed,49930,,,1.0
ExperiHolcomb,JessLivMo,Directed,49931,,,1.0
politicalcity24,SenSanders,Directed,49933,,,1.0
febrize_,SenSanders,Directed,49935,,,1.0
biketennis,SenSanders,Directed,49936,,,1.0
SupaReaper,KaraFinnstrom,Directed,49938,,,1.0
RichardKeppler1,SenSanders,Directed,49940,,,1.0
CedricDawny,SenSanders,Directed,49942,,,1.0
reelinked,SenSanders,Directed,49943,,,1.0
SChenHayes,figue32bj,Directed,49944,,,1.0
Halomich2,SenSanders,Directed,49945,,,1.0
Alaska_Guy_01,TheMarkRomano,Directed,49947,,,1.0
rovermom,SenSanders,Directed,49950,,,1.0
Abiigol_Paige,SenSanders,Directed,49951,,,1.0
ExperiHolcomb,fightfor15,Directed,49952,,,1.0
caitlainne,SenSanders,Directed,49953,,,1.0
enilamme,SenSanders,Directed,49954,,,1.0
DawnCPierce,SenSanders,Directed,49955,,,1.0
Loffy63,SenSanders,Directed,49956,,,1.0
DwightEganSora,SenSanders,Directed,49958,,,1.0
ColinNagele,SenSanders,Directed,49960,,,1.0
AboudDandachi,SenSanders,Directed,49961,,,1.0
KiriLaurelle,chifightfor15,Directed,49962,,,1.0
CollinBoothby,SenSanders,Directed,49963,,,1.0
pwalkerbooks,fightfor15,Directed,49964,,,2.0
r_ash_a4,TheMarkRomano,Directed,49965,,,2.0
davcon73,Fightfor15LA,Directed,49967,,,1.0
1pamcake1,ChrisJZullo,Directed,49968,,,2.0
kokeshi_me,fightfor15texas,Directed,49970,,,1.0
SueCFlorida,MontyDraxel,Directed,49971,,,1.0
headovmetal,SenSanders,Directed,49972,,,1.0
aklipscomb,SenSanders,Directed,49974,,,1.0
BrendaLeeFree,SenSanders,Directed,49975,,,1.0
Nixondough,SenSanders,Directed,49976,,,1.0
Solangeisqueen,SenSanders,Directed,49977,,,1.0
pn1usnavyretir1,LawlessPirate,Directed,49978,,,1.0
deathbymonkies,SenSanders,Directed,49979,,,1.0
murtuzi,SenSanders,Directed,49980,,,1.0
TheRaDR,fightfor15,Directed,49982,,,1.0
Thehritzinator,SenSanders,Directed,49983,,,1.0
ShaNaNaWednesdy,TheNewThinker,Directed,49984,,,1.0
LilMastaYoda,SenSanders,Directed,49985,,,1.0
xoemily5,SenSanders,Directed,49986,,,1.0
KiriLaurelle,fightfor15,Directed,49987,,,2.0
seanmensah,fightfor15,Directed,49988,,,2.0
OhLordTaylore,fightfor15,Directed,49989,,,1.0
412V70,SenSanders,Directed,49990,,,1.0
romyilano,unitehere,Directed,49991,,,1.0
aebirge,SenSanders,Directed,49992,,,1.0
I_am_PWalls,SenSanders,Directed,49993,,,1.0
strongforall,AFLCIO,Directed,49994,,,1.0
cjgrimes,OurRevolution2,Directed,49995,,,1.0
Tania9NYC,SenSanders,Directed,49996,,,1.0
ReneeNWhitfield,SenSanders,Directed,49997,,,2.0
BigMFSexy,SenSanders,Directed,49998,,,1.0
felisitajc1,SenSanders,Directed,49999,,,1.0
Yamaoroshii,SenSanders,Directed,50000,,,1.0
JenniferAnnRog1,SenSanders,Directed,50001,,,1.0
FredJohnstonLMT,SenSanders,Directed,50003,,,2.0
TheFullMetalMom,SenSanders,Directed,50004,,,1.0
RossArmour346,SenSanders,Directed,50005,,,1.0
BHRRC,WarOnWant,Directed,50006,,,1.0
barbipelotinox_,FastFoodForward,Directed,50007,,,1.0
AbbyMartin,chifightfor15,Directed,50008,,,1.0
AdvocatAmy1,JessLivMo,Directed,50009,,,1.0
grannyging,chifightfor15,Directed,50010,,,1.0
NinaForOhio,TWRader,Directed,50011,,,1.0
Eradona,NicholsUprising,Directed,50012,,,1.0
knightsilv,SenSanders,Directed,50013,,,1.0
Razafirme,fightfor15,Directed,50014,,,1.0
AValenciaWrites,SenSanders,Directed,50015,,,1.0
vanbetts,SenSanders,Directed,50016,,,1.0
ProudSikh,SenSanders,Directed,50017,,,1.0
Oscarito_9,abc7jade,Directed,50018,,,3.0
yotsuben,chifightfor15,Directed,50019,,,1.0
EieslandMoen,SenSanders,Directed,50021,,,1.0
Realgeminigabby,JenDMistry,Directed,50022,,,1.0
Newdadthings,SenSanders,Directed,50023,,,1.0
pastorfredk,ONENorthside,Directed,50024,,,4.0
weirdosuperstar,SenSanders,Directed,50025,,,1.0
chad1838,SenSanders,Directed,50026,,,1.0
albiemyers,SenSanders,Directed,50027,,,1.0
_john_savage_,fightfor15,Directed,50028,,,1.0
JessLivMo,TheNewThinker,Directed,50029,,,1.0
leesology,SenSanders,Directed,50031,,,1.0
awaller1990,SenSanders,Directed,50032,,,1.0
Mike401kMama,SenSanders,Directed,50033,,,1.0
JimLittIe,TheMarkRomano,Directed,50034,,,1.0
PookusJ,RepGutierrez,Directed,50036,,,1.0
strongforall,chifightfor15,Directed,50037,,,1.0
ymachelle,SenSanders,Directed,50038,,,2.0
SpoiledSprinklz,SenSanders,Directed,50039,,,1.0
chaseisabeatle,SenSanders,Directed,50040,,,1.0
RealAsianFriend,JessLivMo,Directed,50041,,,1.0
readersci,LeahRBoss,Directed,50042,,,1.0
Dr_Raleigh919,SenSanders,Directed,50043,,,2.0
restrepolj,EconomicPolicy,Directed,50044,,,1.0
christelleSTM,SenSanders,Directed,50045,,,1.0
MicheleInL_A,EconomicPolicy,Directed,50047,,,1.0
H2theG,EconomicPolicy,Directed,50048,,,1.0
TheWzzard,EconomicPolicy,Directed,50049,,,1.0
SChenHayes,MarkRuffalo,Directed,50050,,,1.0
SylviaPassas,SenSanders,Directed,50051,,,1.0
pwalkerbooks,khushal04747475,Directed,50052,,,1.0
krillershrimp,SenSanders,Directed,50053,,,1.0
whatevergrandpa,fightfor15texas,Directed,50054,,,1.0
drhoctor2,fightfor15,Directed,50055,,,1.0
BadgerReader,EconomicPolicy,Directed,50056,,,1.0
CyreTanya,ChrisJZullo,Directed,50057,,,1.0
BenZelevansky,SenSanders,Directed,50058,,,1.0
ErmaBeau,SenSanders,Directed,50059,,,1.0
protestnow2016,fightfor15,Directed,50060,,,1.0
cblwink,Fightfor15LA,Directed,50061,,,2.0
cruchofcofee,TheMarkRomano,Directed,50062,,,2.0
JennKent81,SenSanders,Directed,50063,,,1.0
dhiggsboson,SenSanders,Directed,50064,,,1.0
Chanel_Ross,JessLivMo,Directed,50065,,,1.0
ThorsteinnArnar,BernieTheBest1,Directed,50066,,,1.0
everlongem,SenSanders,Directed,50067,,,1.0
beigebandit,SenSanders,Directed,50068,,,1.0
Bernlennials,citizenactionny,Directed,50070,,,1.0
Quinnfergus,SenSanders,Directed,50071,,,1.0
ata_amro,TheNewThinker,Directed,50072,,,1.0
gravyjesus,SenSanders,Directed,50073,,,1.0
KayleighCarreno,SenSanders,Directed,50074,,,1.0
NachoGrannieT,hapkidobigdad,Directed,50075,,,1.0
pdanebraska,SenSanders,Directed,50076,,,1.0
dustopian,nowiknowmyabcs,Directed,50077,,,1.0
justcheIton,SenSanders,Directed,50078,,,1.0
jeffvjvffej,SenSanders,Directed,50079,,,1.0
pieeater55,SenSanders,Directed,50080,,,1.0
ImitationJordan,fightfor15,Directed,50081,,,1.0
mtorres77777,SenSanders,Directed,50082,,,1.0
jason_rumble,fightfor15,Directed,50083,,,1.0
DancinShaunstar,SenSanders,Directed,50085,,,1.0
Chanel_Ross,MarkRuffalo,Directed,50086,,,1.0
coolerdecker,TheNewDeal,Directed,50087,,,1.0
DSandraVyas,ABC7JulieSone,Directed,50088,,,1.0
petermorency,SenSanders,Directed,50089,,,1.0
JethroBean1,LawlessPirate,Directed,50090,,,1.0
msandanaconnect,fightfor15,Directed,50092,,,1.0
pwalkerbooks,NorCalFF15,Directed,50093,,,1.0
takavl,JessLivMo,Directed,50094,,,1.0
protestnow2016,ProChoiceNY,Directed,50095,,,1.0
bosseone2,LeahRBoss,Directed,50097,,,1.0
HALLS24,fightfor15,Directed,50098,,,1.0
NoCupsOrLiberty,PCWliberty,Directed,50099,,,1.0
AmericanWoe1,nromanova122,Directed,50100,,,1.0
SoulfulAva1,TheNewThinker,Directed,50101,,,1.0
ash_george,SenSanders,Directed,50102,,,1.0
JessLivMo,icirr,Directed,50103,,,1.0
ben1689,MarkRuffalo,Directed,50104,,,1.0
Bukhari_Muneeb,SenSanders,Directed,50108,,,1.0
offbeatorbit,fightfor15,Directed,50109,,,1.0
JustAnotherRich,MarkRuffalo,Directed,50110,,,1.0
davidbb2995,TheMarkRomano,Directed,50111,,,1.0
Dnasty_lopez,ChrisJZullo,Directed,50112,,,1.0
brinkalj,SenSanders,Directed,50113,,,1.0
wtf_compilation,indy_viduum,Directed,50114,,,1.0
PitaLilly,JessLivMo,Directed,50115,,,1.0
geewhizpat,GatorsEite23,Directed,50116,,,1.0
MCoto1,FOXLA,Directed,50117,,,1.0
34Dweaver,TheMarkRomano,Directed,50118,,,1.0
JustAnotherRich,fightfor15,Directed,50119,,,1.0
H2theG,fightfor15,Directed,50120,,,2.0
MCoto1,abc7jade,Directed,50121,,,3.0
iamlegion7,SenSanders,Directed,50122,,,1.0
JustAnotherRich,ReelectBernie,Directed,50123,,,1.0
Ttintino,DerenicByrd,Directed,50124,,,1.0
scott_satzer,fightfor15,Directed,50126,,,1.0
CSnyder001,TheMarkRomano,Directed,50127,,,1.0
memasters,fightfor15,Directed,50128,,,4.0
lylewhitacre,SenSanders,Directed,50129,,,1.0
ht4ecosocialism,TheNewThinker,Directed,50130,,,1.0
alyssalynn7,EconomicPolicy,Directed,50131,,,1.0
BernCalifornia,squidartdotcom,Directed,50132,,,2.0
mite72,jimmygarner,Directed,50133,,,1.0
nofixedabode,TwitchyTeam,Directed,50135,,,1.0
SueCFlorida,emrutherford90,Directed,50136,,,1.0
bisathomas,fightfor15,Directed,50137,,,1.0
manthapaige13,JessLivMo,Directed,50138,,,1.0
Zunndraii,JessLivMo,Directed,50139,,,1.0
MaureenMgoegan,JessLivMo,Directed,50140,,,1.0
whatevergrandpa,pragmactivist,Directed,50141,,,1.0
anthony93180,TheMarkRomano,Directed,50142,,,1.0
cblwink,UR_Ninja,Directed,50143,,,1.0
alexrstone,masseydaniel,Directed,50144,,,1.0
Dliessmgg,EconomicPolicy,Directed,50145,,,1.0
jfox701,Fightfor15LA,Directed,50146,,,1.0
PuleoTweets,NilssonCarl,Directed,50147,,,1.0
LyndaE222,tonyr951,Directed,50149,,,1.0
KristieRabago,fightfor15,Directed,50150,,,1.0
NerdyBoi_Media,MisterMetokur,Directed,50151,,,1.0
MCoto1,BLMChi,Directed,50152,,,1.0
AngelosTzelepis,fightfor15,Directed,50153,,,1.0
collette_brown,SenSanders,Directed,50154,,,1.0
EdFlint2,crosstown_usa,Directed,50155,,,1.0
rmarahs,DerenicByrd,Directed,50158,,,1.0
Sam_Mas66,WarOnWant,Directed,50160,,,1.0
launch4success,TheMarkRomano,Directed,50161,,,2.0
DSandraVyas,LaborReligion,Directed,50163,,,2.0
jshgdmn,masseydaniel,Directed,50164,,,1.0
danceyrselfdean,EconomicPolicy,Directed,50165,,,1.0
Karnythia,fightfor15,Directed,50166,,,1.0
hannahblue3,JessLivMo,Directed,50167,,,1.0
huskygirl649,ChrisJZullo,Directed,50168,,,1.0
elisabethbliss,JessLivMo,Directed,50169,,,1.0
FriendlyJMC,crosstown_usa,Directed,50171,,,1.0
DSandraVyas,CaliforniaLabor,Directed,50172,,,1.0
thisgirlLC,fightfor15,Directed,50173,,,1.0
SueCFlorida,LawlessPirate,Directed,50174,,,1.0
Ctsahm2006,greenhousenyt,Directed,50175,,,1.0
katelynn_f1,ChrisJZullo,Directed,50177,,,1.0
launch4success,DeepSouthProud,Directed,50178,,,1.0
edsdet,Show_Me15,Directed,50179,,,1.0
retiredwaif,SEIU,Directed,50180,,,1.0
jamminly,TheNewThinker,Directed,50182,,,1.0
Jaccck_Rabbit,JanellaNewsome,Directed,50183,,,1.0
shokufeyesib,chifightfor15,Directed,50184,,,1.0
strongforall,MarkRuffalo,Directed,50185,,,1.0
queenhollyfay,TheFoundingSon,Directed,50186,,,1.0
PatsyAlfaro,SenSanders,Directed,50187,,,1.0
NerdyBoi_Media,CareyBest,Directed,50188,,,1.0
pastorfredk,CommsUnited,Directed,50189,,,1.0
Cgonzalves,fightfor15,Directed,50191,,,1.0
Babypartay,JessLivMo,Directed,50192,,,1.0
strongforall,figue32bj,Directed,50193,,,1.0
bananarum,fightfor15,Directed,50194,,,1.0
memasters,JCL_VT,Directed,50195,,,1.0
rbatzell,chifightfor15,Directed,50196,,,1.0
jose1aztk,SenSanders,Directed,50197,,,1.0
Ttintino,fightfor15,Directed,50198,,,1.0
sonam_tamu,MarkRuffalo,Directed,50199,,,1.0
claudiahappy,MarkRuffalo,Directed,50201,,,1.0
_fu_ckliberals_,TheMarkRomano,Directed,50202,,,2.0
charliemanderrr,FightFor15FL,Directed,50203,,,1.0
diprietonayeli,chifightfor15,Directed,50204,,,2.0
jgee,JessLivMo,Directed,50205,,,1.0
NewsDailyLA,FOXLA,Directed,50206,,,1.0
seanmensah,Progressive_MD,Directed,50207,,,1.0
_fu_ckliberals_,ms_erika74,Directed,50208,,,1.0
Ackee1,RepGutierrez,Directed,50209,,,1.0
katelyn__ann,JessLivMo,Directed,50210,,,1.0
sabaahfolayan,khushal04747475,Directed,50212,,,1.0
JessLivMo,fightfor15,Directed,50213,,,1.0
Ttintino,chifightfor15,Directed,50215,,,1.0
ricketzz,abc7jade,Directed,50216,,,1.0
Hcinjp,SEIU,Directed,50217,,,1.0
kaiamar,UR_Ninja,Directed,50218,,,1.0
twistedblaster,Tomaskenn,Directed,50219,,,1.0
Madison_Koenig,EconomicPolicy,Directed,50221,,,1.0
DestiGrace1,AynAyahSteenkur,Directed,50222,,,1.0
EdFlint2,tonyr951,Directed,50223,,,1.0
oursisthehour,fightfor15,Directed,50224,,,1.0
ribbonenthesky,EvanCleaver,Directed,50225,,,1.0
Elliere78,tonyr951,Directed,50226,,,3.0
rbatzell,JacquesLoveall,Directed,50227,,,1.0
PuleoTweets,fightfor15mass,Directed,50228,,,1.0
leoluminary,BernieVerse,Directed,50229,,,1.0
sabaahfolayan,NorCalFF15,Directed,50230,,,1.0
ronconrad119,TruePatriotHere,Directed,50232,,,1.0
WeAreforTrump,CareyBest,Directed,50233,,,1.0
mcgeehan1,TheMarkRomano,Directed,50234,,,1.0
edsdet,chifightfor15,Directed,50236,,,2.0
JDDavis4462,SenSanders,Directed,50237,,,1.0
1sueshine,fightfor15,Directed,50240,,,1.0
ChuckModi1,khushal04747475,Directed,50241,,,1.0
cjbalchin,greenhousenyt,Directed,50242,,,1.0
bananarum,NorCalFF15,Directed,50243,,,1.0
Tonysmi84070351,fightfor15,Directed,50244,,,1.0
_AskinBurak,pragmactivist,Directed,50245,,,1.0
HSchommer,fightfor15,Directed,50246,,,1.0
melaniariz,LawlessPirate,Directed,50247,,,1.0
bbwolcott,fightfor15,Directed,50249,,,1.0
strongforall,Detroit_15,Directed,50250,,,1.0
melditaaah,MarkRuffalo,Directed,50251,,,1.0
merrilymeredith,PghUNITED,Directed,50252,,,1.0
dystopianmom,fightfor15,Directed,50253,,,1.0
TheSuniverse,JessLivMo,Directed,50254,,,1.0
Merrirrro,SenSanders,Directed,50255,,,1.0
launch4success,ms_erika74,Directed,50256,,,1.0
angelenoesther,ChrisJZullo,Directed,50258,,,1.0
_alex_santos,SenSanders,Directed,50259,,,1.0
GlitterAttitude,OurRevolution2,Directed,50260,,,1.0
KiranD_11,TheMarkRomano,Directed,50261,,,1.0
ChuckModi1,NorCalFF15,Directed,50262,,,1.0
dellag76,SenSanders,Directed,50263,,,1.0
Jeanne201,fightfor15,Directed,50264,,,1.0
KoolDrama,SenSanders,Directed,50265,,,1.0
X3Breeze,tonyr951,Directed,50266,,,1.0
bluzybiker,greenhousenyt,Directed,50267,,,1.0
KoolDrama,KaraFinnstrom,Directed,50268,,,1.0
TheNewThinker,fightfor15,Directed,50271,,,1.0
FastfoodRights,unitehere,Directed,50272,,,1.0
MicMej231997,NelpNews,Directed,50273,,,1.0
KoolDrama,abc7jade,Directed,50274,,,1.0
barbipelotinox_,jessEstradaAP,Directed,50275,,,1.0
merrilymeredith,FightFor15PA,Directed,50276,,,1.0
ILoveDJTrump,TruePatriotHere,Directed,50278,,,1.0
Cachimbaso,OurPoliticalRev,Directed,50279,,,1.0
WeAreforTrump,TheMarkRomano,Directed,50280,,,1.0
HoolaHoopsMcGee,SenSanders,Directed,50282,,,1.0
joyannheart,garbAudge,Directed,50284,,,1.0
YankeeInfidel,TheMarkRomano,Directed,50286,,,1.0
Ward4Anderson,chifightfor15,Directed,50287,,,5.0
tselone,chifightfor15,Directed,50288,,,1.0
CWAUnion,fightfor15,Directed,50289,,,2.0
CarolineShrader,SenSanders,Directed,50290,,,1.0
memasters,FightFor15FL,Directed,50291,,,1.0
eyeblion,CNET,Directed,50292,,,1.0
PaisleyOnTheGo,SenSanders,Directed,50293,,,1.0
splashofviola,DerenicByrd,Directed,50294,,,1.0
tuesweet2,JessLivMo,Directed,50295,,,1.0
FastfoodRights,JessLivMo,Directed,50296,,,1.0
Teamsters,greenhousenyt,Directed,50297,,,1.0
willfelt,ChrisJZullo,Directed,50298,,,1.0
leninatweets,chifightfor15,Directed,50299,,,1.0
beapdl,chifightfor15,Directed,50301,,,1.0
CasperMomNJ,TwitchyTeam,Directed,50303,,,1.0
charjorgensen13,TheMarkRomano,Directed,50304,,,1.0
mark1emerson,TheMarkRomano,Directed,50305,,,1.0
WesCSays,EconomicPolicy,Directed,50306,,,1.0
MybestgirlHolly,JessLivMo,Directed,50307,,,1.0
NochnoiStrigoi,MisterMetokur,Directed,50308,,,1.0
malloryhair,FightFor15FL,Directed,50309,,,2.0
hjuleehebert,JessLivMo,Directed,50311,,,1.0
Selendrile,EconomicPolicy,Directed,50313,,,1.0
Fizzimyst,JessLivMo,Directed,50314,,,1.0
girl4Trump,TheMarkRomano,Directed,50315,,,1.0
Neoparshath,emrutherford90,Directed,50316,,,1.0
malloryhair,Tomaskenn,Directed,50317,,,1.0
nickmjimenez,resnikoff,Directed,50318,,,1.0
mitchelsmigl,JessLivMo,Directed,50319,,,1.0
geewhizpat,TheNewThinker,Directed,50320,,,1.0
msandanaconnect,GatorsEite23,Directed,50321,,,1.0
charjorgensen13,emrutherford90,Directed,50322,,,1.0
Tim_Kravchenko,TheMarkRomano,Directed,50323,,,1.0
3lueDoggie,EconomicPolicy,Directed,50324,,,1.0
robotdere,EconomicPolicy,Directed,50325,,,1.0
buckeyecapsfan,nowiknowmyabcs,Directed,50327,,,1.0
daphadill92,SenSanders,Directed,50328,,,1.0
Secretdublelife,SenSanders,Directed,50329,,,1.0
TonyAtkinsFOX13,statesman,Directed,50330,,,1.0
rabbicreditor,NorCalFF15,Directed,50331,,,1.0
moniquexalexis,EconomicPolicy,Directed,50332,,,1.0
SurburbanCowboy,LawlessPirate,Directed,50334,,,1.0
rms_nyc,SenSanders,Directed,50335,,,1.0
elisha1022,EconomicPolicy,Directed,50336,,,1.0
StephanoTheo,SenSanders,Directed,50337,,,1.0
JonNeves7,TheNewDeal,Directed,50338,,,1.0
jeffvjvffej,UR_Ninja,Directed,50339,,,1.0
CorinneWilsonSD,DerenicByrd,Directed,50340,,,1.0
SonOfOurFathers,nowiknowmyabcs,Directed,50341,,,1.0
AdamParkhomenko,JessLivMo,Directed,50342,,,1.0
grammarox,TheMarkRomano,Directed,50343,,,1.0
BanjoHfuhruhur,fightfor15texas,Directed,50344,,,1.0
ImranAlikhan71,mohammadshaikh_,Directed,50345,,,1.0
JBackuesUCM,SenSanders,Directed,50346,,,1.0
lonestartx1,TheMarkRomano,Directed,50347,,,1.0
kalkelan,Show_Me15,Directed,50348,,,1.0
AmericanWoe1,NorCalFF15,Directed,50349,,,1.0
UnarArbab,SenSanders,Directed,50350,,,1.0
DoTheMostGoodMD,tomwatson,Directed,50351,,,1.0
Phantom7th,tonyr951,Directed,50352,,,1.0
SWDC_ORG,RaiseUpfor15,Directed,50353,,,1.0
JessLivMo,ceggersmidwest,Directed,50354,,,1.0
AbiderCitizen,SenSanders,Directed,50355,,,1.0
KrAzIkOoLcHiC,BenSpielberg,Directed,50356,,,1.0
KOMBUCHABABY,2011teacher,Directed,50357,,,1.0
FastfoodRights,jackie_ward,Directed,50358,,,1.0
UniteHousing,NSSN_AntiCuts,Directed,50359,,,1.0
3lueDoggie,GoodAirports,Directed,50360,,,1.0
julyyy_beautyyy,SenSanders,Directed,50361,,,1.0
bob_vanderhoeve,SenSanders,Directed,50362,,,1.0
adrew06,MisterMetokur,Directed,50363,,,1.0
DrIanInc,fightfor15texas,Directed,50365,,,1.0
AdedapoLinda,GatorsEite23,Directed,50366,,,1.0
FastfoodRights,anatosaurus,Directed,50367,,,1.0
jeffvjvffej,fightfor15,Directed,50368,,,1.0
SietsePizza,Marc_Perrone,Directed,50370,,,1.0
JenRogersPhD,Professor_Fu,Directed,50371,,,1.0
Casey_Weimar,BKactual,Directed,50372,,,1.0
NatalieMae31,unitehere,Directed,50373,,,1.0
ebishopphoto,fightfor15texas,Directed,50374,,,1.0
KrAzIkOoLcHiC,noelcarad,Directed,50375,,,1.0
crisbrooks98502,NorCalFF15,Directed,50376,,,1.0
Red__Rover,Patriot_Musket,Directed,50377,,,1.0
AmericanWoe1,GatorsEite23,Directed,50378,,,1.0
izzym0nster,EconomicPolicy,Directed,50379,,,1.0
edwinarbaethge,Shelly_Ruzicka,Directed,50380,,,1.0
MorningsideTomb,SenSanders,Directed,50381,,,1.0
Gigi_oufan,BLMChi,Directed,50382,,,1.0
AynAyahSteenkur,MarkRuffalo,Directed,50383,,,1.0
SaraCLMT,chifightfor15,Directed,50384,,,1.0
cowboytuxedo,JessLivMo,Directed,50385,,,1.0
lisa_lars,CareyBest,Directed,50387,,,1.0
toptiervillain,resnikoff,Directed,50388,,,1.0
_tsjensen_,SenSanders,Directed,50389,,,1.0
pamanderson52,FacultyForward,Directed,50390,,,1.0
edwinarbaethge,figue32bj,Directed,50391,,,1.0
DivineMsEva,Tomaskenn,Directed,50392,,,1.0
h3hursh,EconomicPolicy,Directed,50393,,,1.0
indigojourney,GoodAirports,Directed,50394,,,1.0
AJC4others,GatorsEite23,Directed,50395,,,1.0
tammyinlalaland,tomwatson,Directed,50396,,,1.0
mauric_herrera,statesman,Directed,50398,,,1.0
Teamsters,fightfor15texas,Directed,50399,,,1.0
DarkMission1,PascoRevolution,Directed,50400,,,1.0
bravadobravado1,SenSanders,Directed,50401,,,1.0
dystopianmom,BLMChi,Directed,50402,,,1.0
ProudTexanGal,LawlessPirate,Directed,50403,,,1.0
belley121,aMustReid,Directed,50404,,,1.0
jupitay,EconomicPolicy,Directed,50405,,,1.0
FastfoodRights,ChrisFarrNBC5,Directed,50406,,,1.0
dont_stalkmeee,joshweidy,Directed,50407,,,1.0
alemlek,SenSanders,Directed,50408,,,1.0
jacoblafleurr,MCorreaKHOU,Directed,50409,,,1.0
pamanderson52,JessLivMo,Directed,50410,,,2.0
Dieggiittoo,SenSanders,Directed,50411,,,1.0
NatalieMae31,Detroit_15,Directed,50412,,,1.0
Thermo_nuclear1,LawlessPirate,Directed,50413,,,1.0
ffdd75303b1249e,EthelBuckley,Directed,50414,,,1.0
ThermosOfCoffee,fightfor15texas,Directed,50415,,,1.0
kckitty,EconomicPolicy,Directed,50416,,,1.0
geewhizpat,Fightfor15LA,Directed,50418,,,1.0
AdamJOrr,EconomicPolicy,Directed,50420,,,1.0
mdiasabey,NelpNews,Directed,50421,,,1.0
ThermosOfCoffee,JCL_VT,Directed,50422,,,1.0
SEIULocal1,unitehere,Directed,50423,,,1.0
GrandoniRobert,NorCalFF15,Directed,50424,,,1.0
PookusJ,NorCalFF15,Directed,50425,,,1.0
Info54015797Tux,Marc_Perrone,Directed,50426,,,1.0
LeblancMiguel,MarkRuffalo,Directed,50427,,,1.0
slewfan,TheMarkRomano,Directed,50428,,,1.0
YardrepShrtFuse,fightfor15,Directed,50429,,,1.0
rbatzell,Detroit_15,Directed,50430,,,1.0
westontnicoll,DerenicByrd,Directed,50431,,,1.0
tlthomas28,Show_Me15,Directed,50432,,,1.0
KarenTookeyCoff,SenSanders,Directed,50433,,,1.0
FastfoodRights,Chispa_NV,Directed,50435,,,1.0
kavl,SenSanders,Directed,50436,,,1.0
dont_stalkmeee,abc7jade,Directed,50438,,,1.0
_afrodiziak,fox32news,Directed,50440,,,1.0
TheHugeMerk,BKactual,Directed,50441,,,1.0
MereKiarie,NelpNews,Directed,50442,,,1.0
