id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
IngridCeciliaM,IngridCeciliaM,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5921
ArcticFox_am_I,ArcticFox_am_I,,0,21,21,0.0,22.0,22.0,13.0,0.2554166666666667,0.34854042097109045,0.0,0,0,5933
Hope2Pete,Hope2Pete,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5934
bluevirgo75,bluevirgo75,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5935
vjeannek,vjeannek,,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,17,0,5936
nobil_colleen,nobil_colleen,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5937
ComradeVeidt,ComradeVeidt,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5938
aquilajohn,aquilajohn,,0,1,1,0.0,1.0,1.0,14.0,0.20534165799514395,0.24937412437412365,0.0,0,0,5939
Crane_Maiden,Crane_Maiden,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5940
kevin_able,kevin_able,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5941
erreavecmoi,erreavecmoi,,0,1,1,0.0,1.0,1.0,14.0,0.19952814290529153,0.23911028911028873,0.0,0,0,5942
komikbookgeek,komikbookgeek,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5943
esqcapades,esqcapades,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5944
jenayena,jenayena,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5945
bony_rabbit,bony_rabbit,,0,2,2,0.0,3.0,3.0,13.0,0.2460515378221114,0.32041995166995196,0.0,0,0,5946
NadiaJawana23,NadiaJawana23,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5947
NatalieMae31,NatalieMae31,,0,7,7,0.0,8.0,8.0,14.0,0.21035828307910606,0.26476103061263206,0.0,0,0,5949
Jappelbaume,Jappelbaume,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5950
Shanghaibeast,Shanghaibeast,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5951
LucJones18,LucJones18,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5952
powrdupma02,powrdupma02,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5953
BJforMayor,BJforMayor,,0,3,3,0.0,3.0,3.0,13.0,0.24625623960066556,0.321546077796078,0.0,0,0,5954
rhcm123,rhcm123,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5956
craniac70,craniac70,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5957
reillyt7,reillyt7,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5958
pulgalization,pulgalization,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5959
Chipperfan81,Chipperfan81,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5960
btarvin,btarvin,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5961
EdVanTassell,EdVanTassell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5962
Tim_m_johnson,Tim_m_johnson,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5963
robgreeneII,robgreeneII,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5964
guypbenson,guypbenson,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5965
TheWhiteRose18,TheWhiteRose18,,0,1,1,0.0,1.0,1.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,5966
babycats29,babycats29,,0,1,1,0.0,2.0,2.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,5967
A1GARBAGE,A1GARBAGE,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5968
happyislarissa,happyislarissa,,0,2,2,0.0,2.0,2.0,13.0,0.2483221476510067,0.3238264832014835,0.0,0,0,5969
burnstand,burnstand,,0,2,2,0.0,2.0,2.0,14.0,0.2028493894165536,0.2462708324748453,0.0,0,0,5970
FrankPKing,FrankPKing,,0,3,3,0.0,3.0,3.0,15.0,0.1722335172814406,0.20073497796938003,0.0,0,0,5971
Govindira,Govindira,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5972
pdpursell,pdpursell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5973
_ShakeNBaker_,_ShakeNBaker_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5974
timmyxturnup,timmyxturnup,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5975
Dayxforlife,Dayxforlife,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5976
msjbe20a,msjbe20a,,0,2,2,0.0,2.0,2.0,14.0,0.20677610897659798,0.2515539828039821,0.0,0,0,5977
dan26114,dan26114,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5978
MountAirMedia,MountAirMedia,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5979
hallnicks,hallnicks,,0,2,2,0.0,2.0,2.0,13.0,0.2483221476510067,0.3238264832014835,0.0,0,0,5980
yutaka444,yutaka444,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5981
raisingca,raisingca,,4,2,6,4.0,7.0,11.0,14.0,0.21129781909188416,0.26160012200621274,591.0,0,0,324
binkielynn,binkielynn,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5982
neditssimple,neditssimple,,0,1,1,0.0,1.0,1.0,15.0,0.1667136018023092,0.19055952493452583,0.0,0,0,5983
JodyTomic,JodyTomic,,0,1,1,0.0,1.0,1.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,5984
711nsp,711nsp,,0,2,2,0.0,2.0,2.0,13.0,0.24718162839248434,0.32303819491319524,0.0,0,0,5985
TonyWalfred,TonyWalfred,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5986
ProleteriatKid,ProleteriatKid,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5987
EReidSchroeder,EReidSchroeder,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5988
geriannpukatsch,geriannpukatsch,,0,2,2,0.0,2.0,2.0,13.0,0.24718162839248434,0.32303819491319524,0.0,0,0,5989
BureenuhDuhh,BureenuhDuhh,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5990
spinfreezone,spinfreezone,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5991
emejia198021,emejia198021,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5992
Skyisthelimit10,Skyisthelimit10,,0,1,1,0.0,1.0,1.0,15.0,0.1667136018023092,0.19055952493452583,0.0,0,0,5993
iniguezidalis,iniguezidalis,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5994
thisgirlatwork,thisgirlatwork,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5995
FMbeltra,FMbeltra,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5996
schmat22,schmat22,,0,10,10,0.0,13.0,13.0,13.0,0.2515937101572461,0.33519231331731375,0.0,0,0,5997
SparrowOnTheEye,SparrowOnTheEye,,0,2,2,0.0,2.0,2.0,15.0,0.1668545659526494,0.19182641682641774,0.0,0,0,5998
Oh4DT,Oh4DT,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,17,0,5999
Kairos_Center,Kairos_Center,,0,2,2,0.0,2.0,2.0,13.0,0.2460515378221114,0.32041995166995196,0.0,0,0,6000
ro715,ro715,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,4090
MeddedK8,MeddedK8,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,4089
Dingo6634,Dingo6634,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,4088
shiragreenbean,shiragreenbean,,0,15,15,0.0,20.0,20.0,13.0,0.2539614561027837,0.344162919710981,0.0,0,0,6001
YZeducatesU,YZeducatesU,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6002
teetag48,teetag48,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,4087
EliseYost,EliseYost,,7,0,7,7.0,0.0,7.0,0.0,0.0,0.0,0.0,17,0,4949
jasminemarie19_,jasminemarie19_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6003
AngelGotti5,AngelGotti5,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,6004
miamidecor,miamidecor,,0,3,3,0.0,5.0,5.0,14.0,0.2116553450125134,0.2636638605388598,0.0,0,0,6005
ardian_coku,ardian_coku,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6006
merrilleewaa,merrilleewaa,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6007
Humanistic_One,Humanistic_One,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6008
MicahA_,MicahA_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6009
scooter_annie,scooter_annie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6010
MaRobbie,MaRobbie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6011
Lee0456lee,Lee0456lee,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,6013
RealFKNNews,RealFKNNews,,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,6012
Cato_of_Utica,Cato_of_Utica,,13,15,28,14.0,18.0,32.0,13.0,0.25393449595916634,0.3435320123762341,2611.2707373665853,0,0,1340
LaneRobbins108,LaneRobbins108,,0,1,1,0.0,1.0,1.0,14.0,0.20308747855917667,0.24396871896871836,0.0,0,0,6014
dsacoldwell,dsacoldwell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6015
MLCzone,MLCzone,,0,3,3,0.0,3.0,3.0,14.0,0.19879316124706672,0.2390844868079265,0.0,0,0,6016
CathyanneFerree,CathyanneFerree,,0,2,2,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0,0,6017
stevenchaussee,stevenchaussee,,0,1,1,0.0,1.0,1.0,15.0,0.1667136018023092,0.19055952493452583,0.0,0,0,6018
donna_dishman,donna_dishman,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6019
rekehi,rekehi,,0,1,1,0.0,1.0,1.0,15.0,0.17360703812316716,0.20157277032277102,0.0,0,0,6020
MSeshadri_WI,MSeshadri_WI,,1,2,3,1.0,3.0,4.0,13.0,0.2462624584717608,0.3207227848037294,1.0,0,0,6021
drewczimmerman,drewczimmerman,,7,1,8,7.0,1.0,8.0,1.0,1.0,1.0,6.2857142857142865,0,0,1337
thatone_skater1,thatone_skater1,,0,1,1,0.0,1.0,1.0,16.0,0.14710252600297177,0.16509339192420064,0.0,0,0,6023
DanielBackstro1,DanielBackstro1,,2,3,5,2.0,3.0,5.0,15.0,0.1721835075493612,0.20065066093733958,1185.9999999999998,0,0,6022
DTolbertRender1,DTolbertRender1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6024
DBSenica,DBSenica,,0,6,6,0.0,8.0,8.0,14.0,0.20902361649629891,0.26044480159151256,0.0,0,0,6025
TheBudgetNudist,TheBudgetNudist,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6026
xinjiayilu,xinjiayilu,,0,2,2,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0,0,6027
hotcoffeeandpie,hotcoffeeandpie,,0,2,2,0.0,2.0,2.0,14.0,0.206848357791754,0.25183551433551365,0.0,0,0,6028
JTS_1957,JTS_1957,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6030
TopCat_TC,TopCat_TC,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6031
1Nation2Parties,1Nation2Parties,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6032
Jn21M,Jn21M,,0,2,2,0.0,2.0,2.0,13.0,0.2460515378221114,0.32041995166995196,0.0,0,0,6033
KTynot,KTynot,,0,3,3,0.0,3.0,3.0,14.0,0.20926122304701308,0.2580613830613823,0.0,0,0,6034
Prohgressify,Prohgressify,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6035
NJTVNews,NJTVNews,,8,0,8,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,337
freeandfunny14,freeandfunny14,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6036
professorjackso,professorjackso,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6037
iNfin8ness,iNfin8ness,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6038
Psychdriver379,Psychdriver379,,0,1,1,0.0,1.0,1.0,15.0,0.17059838895281934,0.1961617827553754,0.0,0,0,6040
AnitaStewart,AnitaStewart,,5,1,6,5.0,1.0,6.0,14.0,0.20534165799514395,0.24937412437412365,2959.9999999999995,0,0,6039
xinhaoshi,xinhaoshi,,0,2,2,0.0,2.0,2.0,14.0,0.2024623803009576,0.24429046929046871,0.0,0,0,6041
Isarizona,Isarizona,,0,2,2,0.0,2.0,2.0,14.0,0.19772879091516365,0.2361260548760545,0.0,0,0,6042
TaritaC,TaritaC,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6043
skrossa,skrossa,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6044
JordanNoDiddy_,JordanNoDiddy_,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,6045
GrahamCClark,GrahamCClark,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6046
veeeeceeee,veeeeceeee,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,6047
petermissouri,petermissouri,,0,1,1,0.0,1.0,1.0,14.0,0.1834521227145956,0.21299019580269637,0.0,0,0,6048
Anonymoustachio,Anonymoustachio,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6049
TheFACEofAmazon,TheFACEofAmazon,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6050
liyahluv1,liyahluv1,,0,1,1,0.0,1.0,1.0,16.0,0.14710252600297177,0.16509339192420064,0.0,0,0,6051
janelleholmes20,janelleholmes20,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6052
DavidMedinaDC,DavidMedinaDC,,0,1,1,0.0,1.0,1.0,14.0,0.20793818054092025,0.25446984509484444,0.0,0,0,6053
LeftysUnite,LeftysUnite,,0,1,1,0.0,1.0,1.0,14.0,0.2039972432804962,0.24836865461865398,0.0,0,0,6054
chompie97,chompie97,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,6055
dgkec,dgkec,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,6056
jamiefree28,jamiefree28,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6057
deafear,deafear,,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,6058
Sandyraincloud,Sandyraincloud,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6059
emrutherford90,emrutherford90,,74,0,74,74.0,0.0,74.0,0.0,0.0,0.0,0.0,17,0,92
modernrarity,modernrarity,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6060
Bankstrain,Bankstrain,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6061
BBBubby77,BBBubby77,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6062
PastorFM,PastorFM,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6063
ColonialChamber,ColonialChamber,,0,1,1,0.0,1.0,1.0,15.0,0.1667136018023092,0.19055952493452583,0.0,0,0,6064
sombrelumiere,sombrelumiere,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6065
1of6Cross,1of6Cross,,0,4,4,0.0,4.0,4.0,14.0,0.21629521373766897,0.2751302376302369,0.0,0,0,6066
sarahfelts,sarahfelts,,22,2,24,26.0,2.0,28.0,14.0,0.20751404494382023,0.25516631328814005,3227.135862119701,0,0,324
ladydem1943,ladydem1943,,0,3,3,0.0,4.0,4.0,13.0,0.24636476942251764,0.32156595512413416,0.0,0,0,6068
brando101074,brando101074,,1,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,6067
eatmyaesthetics,eatmyaesthetics,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6069
KeyserDarlene,KeyserDarlene,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6070
PJMadang,PJMadang,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6071
JRTomlinAuthor,JRTomlinAuthor,,0,1,1,0.0,1.0,1.0,15.0,0.17360703812316716,0.20157277032277102,0.0,0,0,6072
DravenArchangel,DravenArchangel,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6073
christaljackson,christaljackson,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6074
metalgearsortof,metalgearsortof,,0,2,2,0.0,6.0,6.0,1.0,1.0,1.0,0.0,17,0,6075
brownlegal,brownlegal,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6076
joannaklonsky,joannaklonsky,,4,6,10,4.0,10.0,14.0,14.0,0.20677610897659798,0.25829465204465146,238.7979983471568,0,0,2913
snowball325,snowball325,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6077
granny_st,granny_st,,0,14,14,0.0,20.0,20.0,13.0,0.2506350550381033,0.33649540212040263,0.0,0,0,6078
kauai999,kauai999,,0,6,6,0.0,6.0,6.0,14.0,0.2220555138784696,0.2885512479262473,0.0,0,0,6079
OccupyCompanies,OccupyCompanies,,0,3,3,0.0,3.0,3.0,14.0,0.21060120953397368,0.262561865686865,0.0,0,0,6080
harley_crawshaw,harley_crawshaw,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6081
whoisjayflowers,whoisjayflowers,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6082
bellaandfrank,bellaandfrank,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6084
PJMedia_com,PJMedia_com,,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,17,0,6083
TreeHuggnHpstrs,TreeHuggnHpstrs,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6085
tompkins_audra,tompkins_audra,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6086
suzannefirstch1,suzannefirstch1,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,6087
ricketzz,ricketzz,,0,8,8,0.0,9.0,9.0,13.0,0.25223309230114843,0.333952528640556,0.0,0,0,6088
kemo_sabe48,kemo_sabe48,,0,1,1,0.0,1.0,1.0,14.0,0.19946091644204852,0.23846276658776616,0.0,0,0,6089
prittiprinces,prittiprinces,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6090
Footballplaya92,Footballplaya92,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,82,80,6091
sammons_martha,sammons_martha,,0,3,3,0.0,3.0,3.0,14.0,0.2117310443490701,0.26396952334452267,0.0,0,0,6092
brandon_boyett,brandon_boyett,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6093
mfore0142,mfore0142,,0,3,3,0.0,3.0,3.0,15.0,0.1689980017128176,0.19601855539355623,0.0,0,0,6094
IAMDAVE_THEBIGD,IAMDAVE_THEBIGD,,0,3,3,0.0,4.0,4.0,2.0,0.6153846153846154,0.6875,0.0,17,0,6095
_queazy_,_queazy_,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6096
woitekj,woitekj,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6097
melindacasino,melindacasino,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6098
adamconley3,adamconley3,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6099
mediasusan,mediasusan,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6100
natxjan,natxjan,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6101
masrintrovert,masrintrovert,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6102
Brialalexi,Brialalexi,,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,17,0,6103
MickeyDs5000,MickeyDs5000,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6104
Carla_TTBA,Carla_TTBA,,0,1,1,0.0,1.0,1.0,14.0,0.20619993033786138,0.2504077472827466,0.0,0,0,6105
DaniTheAvenger2,DaniTheAvenger2,,0,1,1,0.0,2.0,2.0,14.0,0.21356421356421357,0.26684114496614436,0.0,0,0,6106
friendmoscow,friendmoscow,,0,1,1,0.0,1.0,1.0,15.0,0.17411764705882352,0.2028195528195534,0.0,0,0,6107
ckensingtn,ckensingtn,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6108
hmbryan,hmbryan,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,6109
THE_ECB,THE_ECB,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6110
PhilTimpot,PhilTimpot,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6111
g_sugahara,g_sugahara,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,82,80,6112
tmorgs22,tmorgs22,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6113
Penny20035,Penny20035,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6114
sharonb422,sharonb422,,0,1,1,0.0,1.0,1.0,15.0,0.1653631284916201,0.18857673857673946,0.0,0,0,6115
JosiahChacko,JosiahChacko,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6116
TeenyTinyIvory,TeenyTinyIvory,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6117
WendyDamron,WendyDamron,,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17,0,6029
LolosInTheHouse,LolosInTheHouse,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6118
protestwit,protestwit,,0,2,2,0.0,2.0,2.0,14.0,0.20777855641205326,0.2554299457334864,0.0,0,0,6119
DriverRecruit,DriverRecruit,,13,0,13,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0,0,927
AnannyaBhattach,AnannyaBhattach,,0,2,2,0.0,2.0,2.0,14.0,0.2076464398456682,0.25529835217335145,0.0,0,0,6120
Galexi13,Galexi13,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6121
queenduff,queenduff,,0,8,8,0.0,11.0,11.0,14.0,0.21893491124260356,0.2837370587370579,0.0,0,0,6122
WombatWithWings,WombatWithWings,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6123
Liberty_is_lost,Liberty_is_lost,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6124
Calijewles,Calijewles,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6125
bencade48,bencade48,,0,1,1,0.0,1.0,1.0,13.0,0.21950315164998146,0.26073124510624496,0.0,0,0,6126
KylaRodger,KylaRodger,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6127
AmericanMcWade,AmericanMcWade,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6128
PittWendell,PittWendell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6129
JiffyCones,JiffyCones,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6130
vectorfan2,vectorfan2,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,6131
TheLukasKrycek,TheLukasKrycek,,0,1,1,0.0,3.0,3.0,1.0,1.0,1.0,0.0,17,0,6132
janieklaine,janieklaine,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6133
Rico_TheJedi,Rico_TheJedi,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6134
maladroitone,maladroitone,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6135
jakeredell,jakeredell,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6136
nohan007,nohan007,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,6137
Luis_Polanco_,Luis_Polanco_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6138
iMediaProjects,iMediaProjects,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6139
FLAMEMAKER,FLAMEMAKER,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,17,0,6141
OANN,OANN,,7,1,8,7.0,1.0,8.0,1.0,1.0,1.0,3.0,17,0,6140
hopelessbkwrm,hopelessbkwrm,,0,4,4,0.0,4.0,4.0,14.0,0.20976299964626813,0.2598746578510484,0.0,0,0,6142
Mickjuly4th,Mickjuly4th,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,6143
peepingtomnsa,peepingtomnsa,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6144
charityemmite,charityemmite,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,6145
crosseyedannie,crosseyedannie,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,6146
sawdustannie,sawdustannie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6147
DariusCEngel,DariusCEngel,,0,2,2,0.0,2.0,2.0,13.0,0.24666666666666667,0.3219683750933754,0.0,0,0,6148
RevKathleen,RevKathleen,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,6149
